,total_voters,null_votes,valid_votes,url,region,voters,unmarked_votes,no_votes_p,yes_votes_p,yes_votes,no_votes,vulner_idx,yes_no_ratio,elec_part,h_affect
MARIQUITA,28817,217,10847,http://plebiscito.registraduria.gov.co/99PL/DPL29076ZZZZZZZZZZZZ_L1.htm,TOLIMA,11144,80,0.5786,0.4213,4570,6277,0,0.728136882129,0.38671617448,0
MARMATO,6840,41,1647,http://plebiscito.registraduria.gov.co/99PL/DPL09058ZZZZZZZZZZZZ_L1.htm,CALDAS,1711,23,0.6879,0.312,514,1133,0,0.453554295683,0.25014619883,0
MARQUETALIA,11445,93,3879,http://plebiscito.registraduria.gov.co/99PL/DPL09061ZZZZZZZZZZZZ_L1.htm,CALDAS,4073,101,0.6256,0.3743,1452,2427,0,0.598305626598,0.355875928353,0
MARSELLA,15561,97,5417,http://plebiscito.registraduria.gov.co/99PL/DPL24054ZZZZZZZZZZZZ_L1.htm,RISARALDA,5602,88,0.6184,0.3815,2067,3350,0,0.61691461837,0.360002570529,0
MARULANDA,2658,32,778,http://plebiscito.registraduria.gov.co/99PL/DPL09067ZZZZZZZZZZZZ_L1.htm,CALDAS,831,21,0.5025,0.4974,387,391,0,0.989850746269,0.312641083521,0
MATANZA,4853,39,2200,http://plebiscito.registraduria.gov.co/99PL/DPL27133ZZZZZZZZZZZZ_L1.htm,SANTANDER,2256,17,0.6063,0.3936,866,1334,0,0.649183572489,0.46486709252,0
MEDELLIN,1508418,6754,684721,http://plebiscito.registraduria.gov.co/99PL/DPL01001ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,694784,3309,0.6297,0.3702,253548,431173,0,0.587898999524,0.460604421321,0
MEDINA,6771,54,2941,http://plebiscito.registraduria.gov.co/99PL/DPL15166ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,3034,39,0.6456,0.3543,1042,1899,0,0.548791821561,0.448087431694,0
MEDIO ATRATO (BETE),5663,8,2238,http://plebiscito.registraduria.gov.co/99PL/DPL17012ZZZZZZZZZZZZ_L1.htm,CHOCO,2252,6,0.0415,0.9584,2145,93,0,23.0939759036,0.397669079993,0
MEDIO BAUDO (PUERTO MELUK),7639,23,2748,http://plebiscito.registraduria.gov.co/99PL/DPL17026ZZZZZZZZZZZZ_L1.htm,CHOCO,2787,16,0.068,0.9319,2561,187,3,13.7044117647,0.364838329624,0
MEDIO SAN JUAN,7475,54,2991,http://plebiscito.registraduria.gov.co/99PL/DPL17027ZZZZZZZZZZZZ_L1.htm,CHOCO,3081,36,0.1374,0.8625,2580,411,0,6.27729257642,0.412173913043,0
MELGAR,27553,130,10765,http://plebiscito.registraduria.gov.co/99PL/DPL29079ZZZZZZZZZZZZ_L1.htm,TOLIMA,10942,47,0.7118,0.2881,3102,7663,0,0.404748524867,0.397125539869,0
MERCADERES,13882,77,4095,http://plebiscito.registraduria.gov.co/99PL/DPL11046ZZZZZZZZZZZZ_L1.htm,CAUCA,4271,99,0.2344,0.7655,3135,960,0,3.26578498294,0.307664601642,0
MESETAS,7585,46,2969,http://plebiscito.registraduria.gov.co/99PL/DPL52044ZZZZZZZZZZZZ_L1.htm,META,3045,30,0.3792,0.6207,1843,1126,2,1.63686708861,0.401450230719,0
MEXICO,4304,0,1079,http://plebiscito.registraduria.gov.co/99PL/DPL88590ZZZZZZZZZZZZ_L1.htm,CONSULADOS,1079,0,0.3123,0.6876,742,337,0,2.20172910663,0.250697026022,0
MILAN,6861,20,1340,http://plebiscito.registraduria.gov.co/99PL/DPL44016ZZZZZZZZZZZZ_L1.htm,CAQUETA,1369,9,0.4402,0.5597,750,590,3,1.27146751477,0.199533595686,0
MIRAFLORES,4217,11,990,http://plebiscito.registraduria.gov.co/99PL/DPL54012ZZZZZZZZZZZZ_L1.htm,GUAVIARE,1013,12,0.1434,0.8565,848,142,3,5.97280334728,0.240218164572,0
MIRANDA,18593,166,9312,http://plebiscito.registraduria.gov.co/99PL/DPL11049ZZZZZZZZZZZZ_L1.htm,CAUCA,9536,58,0.3628,0.6371,5933,3379,0,1.75606394708,0.512881191846,0
MIRITI PARANA,477,0,96,http://plebiscito.registraduria.gov.co/99PL/DPL60019ZZZZZZZZZZZZ_L1.htm,AMAZONAS,96,0,0.0729,0.927,89,7,0,12.7160493827,0.201257861635,0
MISTRATO,11096,65,3642,http://plebiscito.registraduria.gov.co/99PL/DPL24062ZZZZZZZZZZZZ_L1.htm,RISARALDA,3765,58,0.4711,0.5288,1926,1716,1,1.12247930376,0.33931146359,0
MITU,15576,30,3577,http://plebiscito.registraduria.gov.co/99PL/DPL68001ZZZZZZZZZZZZ_L1.htm,VAUPES,3627,20,0.2437,0.7562,2705,872,3,3.10299548625,0.232858243451,0
MOCOA,35245,159,12823,http://plebiscito.registraduria.gov.co/99PL/DPL64001ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,13066,84,0.3981,0.6018,7718,5105,0,1.51168048229,0.370719250958,0
MOGOTES,7512,128,2666,http://plebiscito.registraduria.gov.co/99PL/DPL27136ZZZZZZZZZZZZ_L1.htm,SANTANDER,2854,60,0.563,0.4369,1165,1501,0,0.776021314387,0.379925452609,0
MOLAGAVITA,3592,38,1361,http://plebiscito.registraduria.gov.co/99PL/DPL27139ZZZZZZZZZZZZ_L1.htm,SANTANDER,1433,34,0.6098,0.3901,531,830,0,0.639717940308,0.398942093541,0
MOMIL,12929,25,4170,http://plebiscito.registraduria.gov.co/99PL/DPL13024ZZZZZZZZZZZZ_L1.htm,CORDOBA,4220,25,0.3213,0.6786,2830,1340,0,2.11204481793,0.326398019955,0
MOMPOS,34934,68,8234,http://plebiscito.registraduria.gov.co/99PL/DPL05043ZZZZZZZZZZZZ_L1.htm,BOLIVAR,8361,59,0.3687,0.6312,5198,3036,0,1.71196094386,0.239337035553,1
MONGUA,4003,25,1655,http://plebiscito.registraduria.gov.co/99PL/DPL07154ZZZZZZZZZZZZ_L1.htm,BOYACA,1686,6,0.7601,0.2398,397,1258,0,0.315484804631,0.421184111916,0
MONGUI,3643,29,1400,http://plebiscito.registraduria.gov.co/99PL/DPL07157ZZZZZZZZZZZZ_L1.htm,BOYACA,1434,5,0.6214,0.3785,530,870,0,0.609108464757,0.393631622289,0
MONIQUIRA,17452,162,6273,http://plebiscito.registraduria.gov.co/99PL/DPL07160ZZZZZZZZZZZZ_L1.htm,BOYACA,6492,57,0.4807,0.5192,3257,3016,0,1.08009153318,0.371991748797,0
MONTEBELLO,6043,35,1729,http://plebiscito.registraduria.gov.co/99PL/DPL01181ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,1827,63,0.4488,0.5511,953,776,0,1.22794117647,0.302333278173,0
MONTECRISTO,8357,17,2047,http://plebiscito.registraduria.gov.co/99PL/DPL05041ZZZZZZZZZZZZ_L1.htm,BOLIVAR,2099,35,0.1929,0.807,1652,395,3,4.18351477449,0.25116668661,1
MONTELIBANO,55017,340,18274,http://plebiscito.registraduria.gov.co/99PL/DPL13025ZZZZZZZZZZZZ_L1.htm,CORDOBA,18769,155,0.4182,0.5817,10631,7643,3,1.39096126255,0.341149099369,0
MONTENEGRO,33103,227,11538,http://plebiscito.registraduria.gov.co/99PL/DPL26060ZZZZZZZZZZZZ_L1.htm,QUINDIO,11873,108,0.7054,0.2945,3398,8140,0,0.417493620641,0.358668398635,0
MONTERIA,302825,781,92057,http://plebiscito.registraduria.gov.co/99PL/DPL13001ZZZZZZZZZZZZ_L1.htm,CORDOBA,93265,427,0.5197,0.4802,44207,47850,0,0.923994612276,0.30798315859,0
MONTERREY,11103,87,5637,http://plebiscito.registraduria.gov.co/99PL/DPL46540ZZZZZZZZZZZZ_L1.htm,CASANARE,5762,38,0.7092,0.2907,1639,3998,0,0.409898477157,0.518958839953,0
MORALES,18642,225,6176,http://plebiscito.registraduria.gov.co/99PL/DPL11052ZZZZZZZZZZZZ_L1.htm,CAUCA,6612,211,0.3905,0.6094,3764,2412,2,1.56056338028,0.35468297393,0
MORELIA,3584,16,1118,http://plebiscito.registraduria.gov.co/99PL/DPL44017ZZZZZZZZZZZZ_L1.htm,CAQUETA,1143,9,0.6538,0.3461,387,731,1,0.529366778831,0.318917410714,0
MORICHAL (PAPUNAGUA),109,0,19,http://plebiscito.registraduria.gov.co/99PL/DPL68010ZZZZZZZZZZZZ_L1.htm,VAUPES,19,0,0.0526,0.9473,18,1,0,18.0095057034,0.174311926606,0
MORROA,12813,101,5075,http://plebiscito.registraduria.gov.co/99PL/DPL28080ZZZZZZZZZZZZ_L1.htm,SUCRE,5222,46,0.3454,0.6545,3322,1753,0,1.8949044586,0.407554827129,0
MOSQUERA,5897,22,2199,http://plebiscito.registraduria.gov.co/99PL/DPL23094ZZZZZZZZZZZZ_L1.htm,NARIÑO,2234,13,0.1018,0.8981,1975,224,3,8.82220039293,0.378836696625,0
MOTAVITA,4938,41,1791,http://plebiscito.registraduria.gov.co/99PL/DPL07161ZZZZZZZZZZZZ_L1.htm,BOYACA,1846,14,0.4667,0.5332,955,836,0,1.14248982216,0.373835560956,0
MOÑITOS,18119,65,5320,http://plebiscito.registraduria.gov.co/99PL/DPL13027ZZZZZZZZZZZZ_L1.htm,CORDOBA,5436,51,0.2048,0.7951,4230,1090,0,3.88232421875,0.300016557205,0
MURILLO,3782,56,1099,http://plebiscito.registraduria.gov.co/99PL/DPL29080ZZZZZZZZZZZZ_L1.htm,TOLIMA,1169,14,0.6278,0.3721,409,690,0,0.59270468302,0.309095716552,0
MURINDO,2724,14,1117,http://plebiscito.registraduria.gov.co/99PL/DPL01184ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,1150,19,0.0393,0.9606,1073,44,3,24.4427480916,0.422173274596,0
MUTATA,13626,49,2862,http://plebiscito.registraduria.gov.co/99PL/DPL01187ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,3030,119,0.3549,0.645,1846,1016,2,1.81741335587,0.22236900044,0
MUTISCUA,2664,21,1104,http://plebiscito.registraduria.gov.co/99PL/DPL25058ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,1134,9,0.548,0.4519,499,605,0,0.824635036496,0.425675675676,0
MUZO,7195,55,2328,http://plebiscito.registraduria.gov.co/99PL/DPL07163ZZZZZZZZZZZZ_L1.htm,BOYACA,2420,37,0.6314,0.3685,858,1470,0,0.58362369338,0.336344683808,0
NARIÑO,4120,21,1637,http://plebiscito.registraduria.gov.co/99PL/DPL23096ZZZZZZZZZZZZ_L1.htm,NARIÑO,1673,15,0.3964,0.6035,988,649,0,1.52245206862,0.406067961165,0
NATAGA,4497,20,1728,http://plebiscito.registraduria.gov.co/99PL/DPL19050ZZZZZZZZZZZZ_L1.htm,HUILA,1770,22,0.6504,0.3495,604,1124,0,0.537361623616,0.393595730487,0
NATAGAIMA,15411,78,5301,http://plebiscito.registraduria.gov.co/99PL/DPL29082ZZZZZZZZZZZZ_L1.htm,TOLIMA,5420,41,0.4397,0.5602,2970,2331,1,1.27405048897,0.35169683992,0
NECHI,18186,57,3736,http://plebiscito.registraduria.gov.co/99PL/DPL01191ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,3834,41,0.4815,0.5184,1937,1799,0,1.07663551402,0.210821511052,0
NECOCLI,32486,155,7219,http://plebiscito.registraduria.gov.co/99PL/DPL01192ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,7475,101,0.3961,0.6038,4359,2860,0,1.52436253471,0.230099119621,0
NEIRA,19307,168,6474,http://plebiscito.registraduria.gov.co/99PL/DPL09076ZZZZZZZZZZZZ_L1.htm,CALDAS,6743,101,0.6473,0.3526,2283,4191,0,0.544724239147,0.349251566789,0
NEIVA,255422,1066,107749,http://plebiscito.registraduria.gov.co/99PL/DPL19001ZZZZZZZZZZZZ_L1.htm,HUILA,109294,479,0.5444,0.4555,49083,58666,1,0.83670095518,0.427895795977,0
NEMOCON,8960,90,4361,http://plebiscito.registraduria.gov.co/99PL/DPL15175ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,4486,35,0.6324,0.3675,1603,2758,0,0.581119544592,0.500669642857,0
NICARAGUA,226,0,61,http://plebiscito.registraduria.gov.co/99PL/DPL88620ZZZZZZZZZZZZ_L1.htm,CONSULADOS,61,0,0.2131,0.7868,48,13,0,3.69216330361,0.269911504425,0
NILO,6256,18,2504,http://plebiscito.registraduria.gov.co/99PL/DPL15178ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2531,9,0.442,0.5579,1397,1107,0,1.26221719457,0.404571611253,0
NIMAIMA,3153,24,1290,http://plebiscito.registraduria.gov.co/99PL/DPL15181ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1326,12,0.5813,0.4186,540,750,0,0.720110098056,0.420551855376,0
NOBSA,11546,86,5644,http://plebiscito.registraduria.gov.co/99PL/DPL07166ZZZZZZZZZZZZ_L1.htm,BOYACA,5741,11,0.4976,0.5023,2835,2809,0,1.00944533762,0.497228477395,0
NOCAIMA,5169,40,2138,http://plebiscito.registraduria.gov.co/99PL/DPL15184ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2191,13,0.4144,0.5855,1252,886,0,1.41288610039,0.423873089572,0
NORCASIA,5865,51,2085,http://plebiscito.registraduria.gov.co/99PL/DPL09078ZZZZZZZZZZZZ_L1.htm,CALDAS,2172,36,0.5654,0.4345,906,1179,0,0.768482490272,0.370332480818,0
NOROSI,3698,14,1146,http://plebiscito.registraduria.gov.co/99PL/DPL05050ZZZZZZZZZZZZ_L1.htm,BOLIVAR,1169,9,0.1544,0.8455,969,177,0,5.47603626943,0.316116819903,1
NORUEGA,108,0,27,http://plebiscito.registraduria.gov.co/99PL/DPL88635ZZZZZZZZZZZZ_L1.htm,CONSULADOS,27,0,0.037,0.9629,26,1,0,26.0243243243,0.25,0
NOVITA,5232,74,1635,http://plebiscito.registraduria.gov.co/99PL/DPL17028ZZZZZZZZZZZZ_L1.htm,CHOCO,1739,30,0.2587,0.7412,1212,423,3,2.86509470429,0.332377675841,0
NUEVA GRANADA,14283,18,2975,http://plebiscito.registraduria.gov.co/99PL/DPL21042ZZZZZZZZZZZZ_L1.htm,MAGDALENA,3013,20,0.405,0.5949,1770,1205,0,1.46888888889,0.210950080515,1
NUEVA ZELANDIA,182,0,83,http://plebiscito.registraduria.gov.co/99PL/DPL88625ZZZZZZZZZZZZ_L1.htm,CONSULADOS,83,0,0.2891,0.7108,59,24,0,2.45866482186,0.456043956044,0
NUEVO COLON,4608,46,1731,http://plebiscito.registraduria.gov.co/99PL/DPL07169ZZZZZZZZZZZZ_L1.htm,BOYACA,1794,17,0.3604,0.6395,1107,624,0,1.7744173141,0.389322916667,0
NUNCHIA,6023,67,2851,http://plebiscito.registraduria.gov.co/99PL/DPL46560ZZZZZZZZZZZZ_L1.htm,CASANARE,2959,41,0.7969,0.203,579,2272,2,0.254737106287,0.491283413581,0
NUQUI,5413,12,1519,http://plebiscito.registraduria.gov.co/99PL/DPL17031ZZZZZZZZZZZZ_L1.htm,CHOCO,1543,12,0.0678,0.9321,1416,103,2,13.7477876106,0.28505449843,0
OBANDO,11185,81,3549,http://plebiscito.registraduria.gov.co/99PL/DPL31076ZZZZZZZZZZZZ_L1.htm,VALLE,3657,27,0.555,0.4449,1579,1970,0,0.801621621622,0.3269557443,0
OCAMONTE,3773,35,1618,http://plebiscito.registraduria.gov.co/99PL/DPL27142ZZZZZZZZZZZZ_L1.htm,SANTANDER,1670,17,0.3022,0.6977,1129,489,0,2.30873593647,0.442618605884,0
OCAÑA,76057,378,27473,http://plebiscito.registraduria.gov.co/99PL/DPL25061ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,27977,126,0.6085,0.3914,10753,16720,1,0.643221035333,0.367842539148,0
OIBA,8450,79,3474,http://plebiscito.registraduria.gov.co/99PL/DPL27145ZZZZZZZZZZZZ_L1.htm,SANTANDER,3582,29,0.5558,0.4441,1543,1931,0,0.799028427492,0.423905325444,0
OICATA,2392,30,1097,http://plebiscito.registraduria.gov.co/99PL/DPL07173ZZZZZZZZZZZZ_L1.htm,BOYACA,1135,8,0.4484,0.5515,605,492,0,1.22992863515,0.474498327759,0
OLAYA,2719,7,722,http://plebiscito.registraduria.gov.co/99PL/DPL01193ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,740,11,0.6218,0.3781,273,449,0,0.608073335478,0.272158881942,0
OLAYA HERRERA,13572,36,3204,http://plebiscito.registraduria.gov.co/99PL/DPL23095ZZZZZZZZZZZZ_L1.htm,NARIÑO,3274,34,0.1785,0.8214,2632,572,0,4.60168067227,0.241231948128,0
ONZAGA,3795,41,1188,http://plebiscito.registraduria.gov.co/99PL/DPL27148ZZZZZZZZZZZZ_L1.htm,SANTANDER,1276,47,0.4663,0.5336,634,554,0,1.14432768604,0.336231884058,0
OPORAPA,7370,45,3093,http://plebiscito.registraduria.gov.co/99PL/DPL19051ZZZZZZZZZZZZ_L1.htm,HUILA,3174,36,0.7261,0.2738,847,2246,0,0.377083046412,0.430664857531,0
ORITO,25937,155,7985,http://plebiscito.registraduria.gov.co/99PL/DPL64023ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,8226,86,0.2279,0.772,6165,1820,3,3.38745063624,0.317153101747,0
OROCUE,7605,61,2982,http://plebiscito.registraduria.gov.co/99PL/DPL46640ZZZZZZZZZZZZ_L1.htm,CASANARE,3073,30,0.6036,0.3963,1182,1800,0,0.656560636183,0.404076265615,0
ORTEGA,23729,227,8119,http://plebiscito.registraduria.gov.co/99PL/DPL29085ZZZZZZZZZZZZ_L1.htm,TOLIMA,8505,159,0.6,0.3999,3247,4872,2,0.6665,0.358422183826,0
OSPINA,5668,26,1739,http://plebiscito.registraduria.gov.co/99PL/DPL23097ZZZZZZZZZZZZ_L1.htm,NARIÑO,1803,38,0.3663,0.6336,1102,637,0,1.72972972973,0.318101623147,0
OTANCHE,6406,28,2318,http://plebiscito.registraduria.gov.co/99PL/DPL07176ZZZZZZZZZZZZ_L1.htm,BOYACA,2369,23,0.5595,0.4404,1021,1297,0,0.787131367292,0.369809553544,0
OVEJAS,20135,58,7347,http://plebiscito.registraduria.gov.co/99PL/DPL28100ZZZZZZZZZZZZ_L1.htm,SUCRE,7470,65,0.2748,0.7251,5328,2019,0,2.63864628821,0.370995778495,0
PACHAVITA,2001,15,744,http://plebiscito.registraduria.gov.co/99PL/DPL07178ZZZZZZZZZZZZ_L1.htm,BOYACA,779,20,0.5026,0.4973,370,374,0,0.989454834859,0.389305347326,0
PACHO,20502,143,7685,http://plebiscito.registraduria.gov.co/99PL/DPL15190ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,7904,76,0.5151,0.4848,3726,3959,0,0.941176470588,0.385523363574,0
PACORA,12064,76,4275,http://plebiscito.registraduria.gov.co/99PL/DPL09079ZZZZZZZZZZZZ_L1.htm,CALDAS,4413,62,0.6378,0.3621,1548,2727,0,0.567732831609,0.365799071618,0
PADILLA,6631,104,3010,http://plebiscito.registraduria.gov.co/99PL/DPL11053ZZZZZZZZZZZZ_L1.htm,CAUCA,3149,35,0.2498,0.7501,2258,752,0,3.00280224179,0.474890665058,0
PAEZ,2338,43,1171,http://plebiscito.registraduria.gov.co/99PL/DPL07179ZZZZZZZZZZZZ_L1.htm,BOYACA,1228,14,0.5234,0.4765,558,613,0,0.910393580436,0.525235243798,0
PAEZ (BELALCAZAR),19497,154,6493,http://plebiscito.registraduria.gov.co/99PL/DPL11055ZZZZZZZZZZZZ_L1.htm,CAUCA,6887,240,0.2773,0.7226,4692,1801,2,2.60584204832,0.353233830846,0
PAICOL,4738,27,2126,http://plebiscito.registraduria.gov.co/99PL/DPL19052ZZZZZZZZZZZZ_L1.htm,HUILA,2175,22,0.7158,0.2841,604,1522,0,0.396898575021,0.459054453356,0
PAILITAS,14163,149,4817,http://plebiscito.registraduria.gov.co/99PL/DPL12650ZZZZZZZZZZZZ_L1.htm,CESAR,5023,57,0.4033,0.5966,2874,1943,0,1.47929580957,0.354656499329,0
PAIME,4564,22,1458,http://plebiscito.registraduria.gov.co/99PL/DPL15193ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1499,19,0.4746,0.5253,766,692,0,1.10682680152,0.328439964943,0
PAIPA,24543,200,11053,http://plebiscito.registraduria.gov.co/99PL/DPL07181ZZZZZZZZZZZZ_L1.htm,BOYACA,11312,59,0.4402,0.5597,6187,4866,0,1.27146751477,0.460905349794,0
PAJARITO,1713,9,633,http://plebiscito.registraduria.gov.co/99PL/DPL07184ZZZZZZZZZZZZ_L1.htm,BOYACA,650,8,0.6303,0.3696,234,399,1,0.586387434555,0.379451255108,0
PALERMO,20533,79,7715,http://plebiscito.registraduria.gov.co/99PL/DPL19055ZZZZZZZZZZZZ_L1.htm,HUILA,7831,37,0.6239,0.376,2901,4814,1,0.602660682802,0.381386061462,0
PALESTINA,8509,64,3022,http://plebiscito.registraduria.gov.co/99PL/DPL19056ZZZZZZZZZZZZ_L1.htm,HUILA,3120,34,0.6207,0.3792,1146,1876,0,0.610923151281,0.366670584087,0
PALMAR,1353,6,580,http://plebiscito.registraduria.gov.co/99PL/DPL27151ZZZZZZZZZZZZ_L1.htm,SANTANDER,594,8,0.3155,0.6844,397,183,0,2.16925515055,0.439024390244,0
PALMAR DE VARELA,19636,22,3988,http://plebiscito.registraduria.gov.co/99PL/DPL03028ZZZZZZZZZZZZ_L1.htm,ATLANTICO,4265,255,0.28,0.7199,2871,1117,0,2.57107142857,0.217203096354,1
PALMAS DEL SOCORRO,2453,20,982,http://plebiscito.registraduria.gov.co/99PL/DPL27154ZZZZZZZZZZZZ_L1.htm,SANTANDER,1013,11,0.4643,0.5356,526,456,0,1.15356450571,0.412963717896,0
PALMIRA,261731,1162,99709,http://plebiscito.registraduria.gov.co/99PL/DPL31079ZZZZZZZZZZZZ_L1.htm,VALLE,101380,509,0.4556,0.5443,54278,45431,1,1.19468832309,0.387344258036,0
PALMITO,9642,29,3334,http://plebiscito.registraduria.gov.co/99PL/DPL28120ZZZZZZZZZZZZ_L1.htm,SUCRE,3394,31,0.3032,0.6967,2323,1011,0,2.297823219,0.352001659407,0
PALOCABILDO,7468,49,2415,http://plebiscito.registraduria.gov.co/99PL/DPL29087ZZZZZZZZZZZZ_L1.htm,TOLIMA,2488,24,0.5846,0.4153,1003,1412,0,0.710400273691,0.333154793787,0
PAMPLONA,43064,293,18585,http://plebiscito.registraduria.gov.co/99PL/DPL25064ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,18963,85,0.6499,0.35,6506,12079,0,0.538544391445,0.440344603381,0
PAMPLONITA,3796,46,1755,http://plebiscito.registraduria.gov.co/99PL/DPL25067ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,1842,41,0.6712,0.3287,577,1178,0,0.489719904648,0.485247629083,0
PANA PANA (CAMPO ALEGRE),328,0,162,http://plebiscito.registraduria.gov.co/99PL/DPL50087ZZZZZZZZZZZZ_L1.htm,GUAINIA,162,0,0.2839,0.716,116,46,0,2.52201479394,0.493902439024,0
PANAMA,11757,3,1487,http://plebiscito.registraduria.gov.co/99PL/DPL88655ZZZZZZZZZZZZ_L1.htm,CONSULADOS,1491,1,0.5265,0.4734,704,783,0,0.899145299145,0.126818065833,0
PANDI,4122,23,1379,http://plebiscito.registraduria.gov.co/99PL/DPL15196ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1411,9,0.4626,0.5373,741,638,0,1.16147859922,0.342309558467,0
